test_name task_name gold_standard_file coverage model model_configuration metric score_value
vectors_200_cosine_2_1 Clustering citiesAndCountries_cluster 0.9710248613843676 DBSCAN metric=cosine adjusted_rand_index 0.037545275678073003
vectors_200_cosine_2_1 Clustering citiesAndCountries_cluster 0.9710248613843676 DBSCAN metric=cosine adjusted_mutual_info_score 0.124273986078509
vectors_200_cosine_2_1 Clustering citiesAndCountries_cluster 0.9710248613843676 DBSCAN metric=cosine homogeneity_score 0.31849955052518103
vectors_200_cosine_2_1 Clustering citiesAndCountries_cluster 0.9710248613843676 DBSCAN metric=cosine completeness_score 0.097038421290389
vectors_200_cosine_2_1 Clustering citiesAndCountries_cluster 0.9710248613843676 DBSCAN metric=cosine v_measure_score 0.148755086952099
vectors_200_cosine_2_1 Clustering citiesAndCountries_cluster 0.9710248613843676 DBSCAN metric=cosine normalized_mutual_info_score 0.148755086952099
vectors_200_cosine_2_1 Clustering citiesAndCountries_cluster 0.9710248613843676 DBSCAN metric=cosine clustering_accuracy 0.50053657664103
vectors_200_cosine_2_1 Clustering citiesAndCountries_cluster 0.9710248613843676 KMeans "metric=enclidean, n_clusters=2" adjusted_rand_index 0.036806690897378994
vectors_200_cosine_2_1 Clustering citiesAndCountries_cluster 0.9710248613843676 KMeans "metric=enclidean, n_clusters=2" adjusted_mutual_info_score 0.17240096637347999
vectors_200_cosine_2_1 Clustering citiesAndCountries_cluster 0.9710248613843676 KMeans "metric=enclidean, n_clusters=2" homogeneity_score 0.218094888233173
vectors_200_cosine_2_1 Clustering citiesAndCountries_cluster 0.9710248613843676 KMeans "metric=enclidean, n_clusters=2" completeness_score 0.14269356355683702
vectors_200_cosine_2_1 Clustering citiesAndCountries_cluster 0.9710248613843676 KMeans "metric=enclidean, n_clusters=2" v_measure_score 0.172515149202363
vectors_200_cosine_2_1 Clustering citiesAndCountries_cluster 0.9710248613843676 KMeans "metric=enclidean, n_clusters=2" normalized_mutual_info_score 0.172515149202363
vectors_200_cosine_2_1 Clustering citiesAndCountries_cluster 0.9710248613843676 KMeans "metric=enclidean, n_clusters=2" clustering_accuracy 0.5845108209622609
vectors_200_cosine_2_1 Clustering citiesAndCountries_cluster 0.9710248613843676 "Agglomerative clustering" "metric=cosine, n_clusters=2" adjusted_rand_index 0.039207637734008
vectors_200_cosine_2_1 Clustering citiesAndCountries_cluster 0.9710248613843676 "Agglomerative clustering" "metric=cosine, n_clusters=2" adjusted_mutual_info_score 0.178193359651317
vectors_200_cosine_2_1 Clustering citiesAndCountries_cluster 0.9710248613843676 "Agglomerative clustering" "metric=cosine, n_clusters=2" homogeneity_score 0.225510124116125
vectors_200_cosine_2_1 Clustering citiesAndCountries_cluster 0.9710248613843676 "Agglomerative clustering" "metric=cosine, n_clusters=2" completeness_score 0.14744395691704298
vectors_200_cosine_2_1 Clustering citiesAndCountries_cluster 0.9710248613843676 "Agglomerative clustering" "metric=cosine, n_clusters=2" v_measure_score 0.178306696269013
vectors_200_cosine_2_1 Clustering citiesAndCountries_cluster 0.9710248613843676 "Agglomerative clustering" "metric=cosine, n_clusters=2" normalized_mutual_info_score 0.178306696269013
vectors_200_cosine_2_1 Clustering citiesAndCountries_cluster 0.9710248613843676 "Agglomerative clustering" "metric=cosine, n_clusters=2" clustering_accuracy 0.58710427472724
vectors_200_cosine_2_1 Clustering citiesAndCountries_cluster 0.9710248613843676 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" adjusted_rand_index 0.042221557285062994
vectors_200_cosine_2_1 Clustering citiesAndCountries_cluster 0.9710248613843676 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" adjusted_mutual_info_score 0.17724597366606304
vectors_200_cosine_2_1 Clustering citiesAndCountries_cluster 0.9710248613843676 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" homogeneity_score 0.22454165634019396
vectors_200_cosine_2_1 Clustering citiesAndCountries_cluster 0.9710248613843676 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" completeness_score 0.146562535289294
vectors_200_cosine_2_1 Clustering citiesAndCountries_cluster 0.9710248613843676 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" v_measure_score 0.177359324812656
vectors_200_cosine_2_1 Clustering citiesAndCountries_cluster 0.9710248613843676 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" normalized_mutual_info_score 0.177359324812656
vectors_200_cosine_2_1 Clustering citiesAndCountries_cluster 0.9710248613843676 "Ward hierarchical clustering" "metric=cosine, n_clusters=2" clustering_accuracy 0.589787157932391
vectors_200_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9613259668508288 DBSCAN metric=cosine adjusted_rand_index 0.084616906240982
vectors_200_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9613259668508288 DBSCAN metric=cosine adjusted_mutual_info_score 0.10437630033137896
vectors_200_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9613259668508288 DBSCAN metric=cosine homogeneity_score 0.572208190915218
vectors_200_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9613259668508288 DBSCAN metric=cosine completeness_score 0.10095273426671
vectors_200_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9613259668508288 DBSCAN metric=cosine v_measure_score 0.17162606824538199
vectors_200_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9613259668508288 DBSCAN metric=cosine normalized_mutual_info_score 0.17162606824538199
vectors_200_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9613259668508288 DBSCAN metric=cosine clustering_accuracy 0.392034990791897
vectors_200_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9613259668508288 KMeans "metric=enclidean, n_clusters=2" adjusted_rand_index 0.37256819523740203
vectors_200_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9613259668508288 KMeans "metric=enclidean, n_clusters=2" adjusted_mutual_info_score 0.318314585641307
vectors_200_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9613259668508288 KMeans "metric=enclidean, n_clusters=2" homogeneity_score 0.347438363369547
vectors_200_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9613259668508288 KMeans "metric=enclidean, n_clusters=2" completeness_score 0.294051537022583
vectors_200_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9613259668508288 KMeans "metric=enclidean, n_clusters=2" v_measure_score 0.318523439595774
vectors_200_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9613259668508288 KMeans "metric=enclidean, n_clusters=2" normalized_mutual_info_score 0.318523439595774
vectors_200_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9613259668508288 KMeans "metric=enclidean, n_clusters=2" clustering_accuracy 0.7866022099447509
vectors_200_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9613259668508288 "Agglomerative clustering" "metric=cosine, n_clusters=2" adjusted_rand_index 0.4303981084052629
vectors_200_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9613259668508288 "Agglomerative clustering" "metric=cosine, n_clusters=2" adjusted_mutual_info_score 0.33604144677235104
vectors_200_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9613259668508288 "Agglomerative clustering" "metric=cosine, n_clusters=2" homogeneity_score 0.36586571765655707
vectors_200_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9613259668508288 "Agglomerative clustering" "metric=cosine, n_clusters=2" completeness_score 0.311061920812438
vectors_200_cosine_2_1 Clustering cities2000AndCountries_cluster 0.9613259668508288 "Agglomerative clustering" "metric=cosine, n_clusters=2" v_measure_score 0.33624537225593704
