test_name task_name gold_standard_file coverage model model_configuration metric score_value
vectors_200_cosine_2_1 Classification Cities 0.9858490566037736 NB - accuracy 0.7856190476190477
vectors_200_cosine_2_1 Classification Cities 0.9858490566037736 KNN K=3 accuracy 0.7301428571428572
vectors_200_cosine_2_1 Classification Cities 0.9858490566037736 C45 - accuracy 0.5177142857142858
vectors_200_cosine_2_1 Classification Cities 0.9858490566037736 SVM C=0.001 accuracy 0.4977857142857145
vectors_200_cosine_2_1 Classification Cities 0.9858490566037736 SVM C=0.01 accuracy 0.4977857142857145
vectors_200_cosine_2_1 Classification Cities 0.9858490566037736 SVM C=0.1 accuracy 0.4977857142857145
vectors_200_cosine_2_1 Classification Cities 0.9858490566037736 SVM C=1.0 accuracy 0.7832857142857144
vectors_200_cosine_2_1 Classification Cities 0.9858490566037736 SVM C=10.0 accuracy 0.7808095238095236
vectors_200_cosine_2_1 Classification Cities 0.9858490566037736 SVM C=100 accuracy 0.7808095238095236
vectors_200_cosine_2_1 Classification Cities 0.9858490566037736 SVM C=1000 accuracy 0.7808095238095236
vectors_200_cosine_2_1 Classification MetacriticMovies 0.932 NB - accuracy 0.6950629636018629
vectors_200_cosine_2_1 Classification MetacriticMovies 0.932 KNN K=3 accuracy 0.6652478293370132
vectors_200_cosine_2_1 Classification MetacriticMovies 0.932 C45 - accuracy 0.59800816514289
vectors_200_cosine_2_1 Classification MetacriticMovies 0.932 SVM C=0.001 accuracy 0.50750963141855
vectors_200_cosine_2_1 Classification MetacriticMovies 0.932 SVM C=0.01 accuracy 0.50750963141855
vectors_200_cosine_2_1 Classification MetacriticMovies 0.932 SVM C=0.1 accuracy 0.7203383934218848
vectors_200_cosine_2_1 Classification MetacriticMovies 0.932 SVM C=1.0 accuracy 0.7463095854177448
vectors_200_cosine_2_1 Classification MetacriticMovies 0.932 SVM C=10.0 accuracy 0.7414792133862342
vectors_200_cosine_2_1 Classification MetacriticMovies 0.932 SVM C=100 accuracy 0.7356845494796158
vectors_200_cosine_2_1 Classification MetacriticMovies 0.932 SVM C=1000 accuracy 0.7165413144730032
vectors_200_cosine_2_1 Classification MetacriticAlbums 0.464375 NB - accuracy 0.6986414414414412
vectors_200_cosine_2_1 Classification MetacriticAlbums 0.464375 KNN K=3 accuracy 0.7210360360360358
vectors_200_cosine_2_1 Classification MetacriticAlbums 0.464375 C45 - accuracy 0.6273477477477474
vectors_200_cosine_2_1 Classification MetacriticAlbums 0.464375 SVM C=0.001 accuracy 0.632594594594594
vectors_200_cosine_2_1 Classification MetacriticAlbums 0.464375 SVM C=0.01 accuracy 0.632594594594594
vectors_200_cosine_2_1 Classification MetacriticAlbums 0.464375 SVM C=0.1 accuracy 0.632594594594594
vectors_200_cosine_2_1 Classification MetacriticAlbums 0.464375 SVM C=1.0 accuracy 0.7659225225225226
vectors_200_cosine_2_1 Classification MetacriticAlbums 0.464375 SVM C=10.0 accuracy 0.7722684684684683
vectors_200_cosine_2_1 Classification MetacriticAlbums 0.464375 SVM C=100 accuracy 0.7283945945945944
vectors_200_cosine_2_1 Classification MetacriticAlbums 0.464375 SVM C=1000 accuracy 0.7267873873873872
vectors_200_cosine_2_1 Classification AAUP 0.9739583333333334 NB - accuracy 0.5976103866392131
vectors_200_cosine_2_1 Classification AAUP 0.9739583333333334 KNN K=3 accuracy 0.6110180736673531
vectors_200_cosine_2_1 Classification AAUP 0.9739583333333334 C45 - accuracy 0.5121070693205215
vectors_200_cosine_2_1 Classification AAUP 0.9739583333333334 SVM C=0.001 accuracy 0.547606954930222
vectors_200_cosine_2_1 Classification AAUP 0.9739583333333334 SVM C=0.01 accuracy 0.547606954930222
vectors_200_cosine_2_1 Classification AAUP 0.9739583333333334 SVM C=0.1 accuracy 0.547606954930222
vectors_200_cosine_2_1 Classification AAUP 0.9739583333333334 SVM C=1.0 accuracy 0.7099130633722259
vectors_200_cosine_2_1 Classification AAUP 0.9739583333333334 SVM C=10.0 accuracy 0.6961164493250974
vectors_200_cosine_2_1 Classification AAUP 0.9739583333333334 SVM C=100 accuracy 0.6837096774193548
